,event,text
1771,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 ПОЛИЦИЯ ПОДТВЕРДИЛА ЛИКВИДАЦИЮ ЧЕТЫРЕХ ТЕРРОРИСТОВ В КАМБРИЛЬСЕ МАДРИД, 18 авг - РИА Новости. Каталонская полиция подтвердила, что четверо террористов были ликвидированы в ходе антитеррористической операции в каталонском курортном городе Камбрильс, еще один ранен и задержан. ""Кроме четырех уничтоженных в Камбрильсе есть пятый исполнитель, который был ранен и задержан по этим же фактам"", - говорится в сообщении полицейской службы Mossos d'Esquadra. Ранее полиция сообщила, что в Камбрильсе, в 120 километрах от Барселоны, произошел теракт, террористы были ликвидированы. По данным испанских СМИ, они совершили наезд на пешеходов. СМИ сообщают о раненых, по разным данным от пяти до семи человек, двое из них находятся в тяжелом состоянии. В четверг днем микроавтобус въехал в толпу людей в туристическом центре Барселоны - в районе пешеходной улицы Рамбла. Полиция назвала инцидент терактом. Ответственность за нападение взяла террористическая группировка ИГ*. Власти Каталонии подтвердили гибель 13 человек, более 100 получили ранения. Двое подозреваемых в причастности к организации теракта был арестованы, но водитель фургона остается на свободе. * Террористическая организация, запрещенная в России. За развитием ситуации следите в онлайн-репортаже РИА Новости > https://ria.ru/world/20170818/1500589122.html"
1772,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 ПОЛИЦЕЙСКИЙ РАНЕН В ПЕРЕСТРЕЛКЕ В КАМБРИЛЬСЕ МАДРИД, 18 авг - РИА Новости. Сотрудник правоохранительных органов Каталонии ранен в результате перестрелки в Камбрильсе, сообщает газета País со ссылкой на свои источники в полиции. Среди раненых в Камбрильсе, где произошел новый теракт и перестрелка с полицией - сотрудник полицейской службы Mossos d'Esquadra, сообщает издание. Его источник также подтвердил, что среди гражданских лиц нет погибших. Ранее полиция сообщила, что в Камбрильсе, в 120 километрах от Барселоны, произошел теракт, четыре террориста были ликвидированы, один ранен. По данным испанских СМИ, они совершили наезд на пешеходов. СМИ сообщают о раненых, по разным данным от пяти до семи человек, двое из них находятся в тяжелом состоянии. По данным агенства EFE, на террористах были пояcа-смертников. Телеканал 24 Horas показало кадры с места событий, на котором очевидцы говорят, что рядом с телами террористов находится взрывчатка. В четверг днем микроавтобус въехал в толпу людей в туристическом центре Барселоны - в районе пешеходной улицы Рамбла. Полиция назвала инцидент терактом. Ответственность за нападение взяла террористическая группировка ИГ*. Власти Каталонии подтвердили гибель 13 человек, более 100 получили ранения. Двое подозреваемых в причастности к организации теракта был арестованы, но водитель фургона остается на свободе. * Запрещенная в России террористическая организация За развитием ситуации следите в онлайн-репортаже РИА Новости >> https://ria.ru/world/20170818/1500589135.html"
1773,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 ПОЛИЦИЯ ЗАЯВИЛА, ЧТО СИТУАЦИЯ В КАМБРИЛЬСЕ НАХОДИТСЯ ПОД КОНТРОЛЕМ МАДРИД, 18 авг - РИА Новости. Ситуация в Камбрильсе находится под контролем, хотя полицейская операция продолжается, сообщили каталонские правоохранительные органы Mossos d'Esquadra. ""Полицейская операция в Камбрильсе продолжается, но сейчас ситуация находится под контролем. Продолжаем призывать к осторожности"", - говорится в сообщении. Каталонская полиция подтвердила, что четверо террористов были ликвидированы в ходе антитеррористической операции в каталонском курортном городе Камбрильс, один террорист ранен, он задержан. Ранее полиция сообщила, что в Камбрильсе, в 120 километрах от Барселоны, произошел теракт. Террористы были ликвидированы. По данным испанских СМИ, они совершили наезд на пешеходов. СМИ сообщают о раненых, по разным данным от пяти до семи человек, двое из них находятся в тяжелом состоянии. По данным El Pais, также ранен сотрудник каталонских правоохранительных органов. Теракт в Камбрильсе произошел через десять часов после нападения в Барселоне. В четверг днем микроавтобус въехал в толпу людей в туристическом центре Барселоны - в районе пешеходной улицы Рамбла. Полиция назвала инцидент терактом. Ответственность за нападение взяла террористическая группировка ИГ*. Власти Каталонии подтвердили гибель 13 человек, более 100 получили ранения. Двое подозреваемых в причастности к организации теракта был арестованы, но водитель фургона остается на свободе. * Запрещенная в России террористическая организация За развитием ситуации следите в онлайн-репортаже РИА Новости >> https://ria.ru/world/20170818/1500589382.html"
1774,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 ПОЛИЦИЯ ПРОДОЛЖАЕТ ПОИСКИ ОДНОГО ИЗ СОВЕРШИВШИХ ТЕРАКТ В БАРСЕЛОНЕ МАДРИД, 18 авг - РИА Новости. Полиция ищет человека, который совершил наезд на прохожих на пешеходной улице Рамбла в центре Барселона, в результате теракта погибли 13 человек и более 100 ранены, пишет газета Mundo. Свидетели утверждают, что это человек ростом около 1,70 метра, одетый в белую футболку с голубыми полосками. Два человека были задержаны после теракта - один выходец из Марокко, другой из Мелильи (испанский анклав на севере Африки, граница с Марокко). Аресты проведены в муниципалитетах Риполь (Жирона) и Альканар (Таррагона). Эти люди, по мнению полиции, связаны с нападением в Барселоне. Полиция ведет расследование о связи атаки в Барселоне с двумя взрывами, прогремевшими в муниципалитете Альканар. Первый взрыв прогремел поздно вечером в среду, погиб один человек, находившийся в здании, второй получил тяжелые ранения. Кроме того, пострадали семь человек в соседних зданиях. Изначально СМИ предположили, что взорвался газ. Днем произошел второй взрыв в этом же районе, среди пострадавших несколько полицейских, один из них в тяжелом состоянии. Взрыв прогремел, когда пожарные и представители сил правопорядка разбирали завалы после первого взрыва. Может идти речь о том, что террористы здесь пытались изготовить бомбу, которая и взорвалась. Задержанный в Альканаре может быть связан с изготовлением самодельной бомбы. Задержанный в Риполе - человек по имени Дрис Укабир Сопрано. Именно его изначально подозревали в причастности к наезду на пешеходов в Барселоне, поскольку его документы были обнаружены в фургоне. Однако он явился в полицию муниципалитета и сообщил, что его документы украли. Он заявил, что это мог сделать его младший брат 18-летний Муса Укабир. Полиция проверяет слова этого человека и пытается выяснить, почему он раньше не сообщил о пропаже документов. Именно на имя Укабира были арендованы два фургона. Второй фургон был обнаружен в муниципалитете Вик, в 70 километрах от Барселоны. По крайней мере один из двух фургонов, по данным источников газеты Mundo, был арендован по документам Дриса Укабира. Аренда была оформлена в Санта-Перпетуа-де-ла-Могода. Это Fiat компании Telefurgo. За развитием ситуации в Барселоне следите в онлайн-репортаже РИА Новости > https://ria.ru/world/20170818/1500589838.html"
1775,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 ПРИ ТЕРАКТЕ В БАРСЕЛОНЕ ПОГИБ ИТАЛЬЯНЕЦ РИМ, 18 авг - РИА Новости, Александр Логунов. Среди погибших в результате теракта в испанском городе Барселона есть гражданин Италии, сообщили в компьютерной компании, где он работал. Бруно Гулотта отдыхал в Каталонии вместе с женой и двумя детьми. В компании 35-летний итальянец из города Леньяно отвечал за маркетинг и продажи. ""Он был другом, отцом и коллегой. Он был одной из колонн (компании - ред.), образцом и ориентиром для всех. Нам его будет очень не хватать"", - говорится в сообщении интернет-издания о компьютерной технике. МИД Италии пока не подтвердил данную информацию. Ранее в пятницу итальянский посол в Испании Стефано Саннино сообщил, что в результате теракта ранения получили три гражданина Италии. МИД также пока не подтвердил сведения о пострадавших соотечественниках. В четверг днем автофургон въехал в толпу людей в туристическом центре Барселоны - в районе пешеходной улицы Рамбла. Полиция назвала инцидент терактом, ответственность взяла террористическая группировка ИГ*. Власти Каталонии подтвердили гибель 13 человек, более 100 получили ранения. Двое подозреваемых в причастности к организации теракта были арестованы, но водитель фургона остается на свободе. Ночью фургон въехал в группу людей в Камбрильсе, в 120 километрах от Барселоны, пострадали семь человек, в том числе полицейский, четыре террориста были ликвидированы, пятый был ранен и скончался позднее. Кроме того, прогремели два взрыва в Альканаре: вечером в среду и вечером в четверг, в них погиб один человек и более десяти пострадали, в том числе несколько полицейских. Предполагается, что взорвалась бомба, которую изготавливали террористы. Власти предполагают, что события в Барселоне, Камбрильсе и Альканаре связаны. *террористическая группировка, запрещенная в России За развитием ситуации в Барселоне следите в онлайн-репортаже РИА Новости > https://ria.ru/world/20170818/1500613058.html"
1776,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 ЭКСТРЕННАЯ СЛУЖБА ОПРОВЕРГЛА ДАННЫЕ О СМЕРТИ РАНЕНОГО В КАМБРИЛЬСЕ МОСКВА, 18 авг - РИА Новости. Главное управление гражданской обороны Каталонии опровергло ранее появившуюся информацию в СМИ о якобы смерти одного из пострадавших в результате теракта в испанском Камбрильсе. ""Ходят слухи о смерти раненого, поступившего в (больницу - ред.) Joan XXIII. Это не правда"", - говорится в сообщении ведомства, размещенном в его аккаунте Twitter. Ранее издание Diario сообщило, что один из пострадавших в результате теракта в испанском Камбрильсе скончался. В ночь на пятницу автомобиль въехал в толпу людей в Камбрильсе, в 120 километрах от Барселоны, пострадали семь человек, в том числе полицейский. Четыре террориста были ликвидированы, пятый был ранен и скончался позднее. Накануне днем фургон въехал в толпу людей в туристическом центре Барселоны - в районе пешеходной улицы Рамбла. Полиция назвала инцидент терактом, ответственность взяла террористическая группировка ИГ*. Власти Каталонии подтвердили гибель 13 человек, более 100 получили ранения. Среди них граждане более 20 стран. Кроме того, прогремели два взрыва в Альканаре: вечером в среду и вечером в четверг, в них погиб один человек и более десяти пострадали, в том числе несколько полицейских. Предполагается, что взорвалась бомба, которую изготавливали террористы. Власти предполагают, что события в Барселоне, Камбрильсе и Альканаре связаны. *Террористическая организация, запрещенная в России За развитием ситуации в Барселоне следите в онлайн-репортаже РИА Новости > https://ria.ru/world/20170818/1500616292.html"
1777,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 МЕРКЕЛЬ ВЫРАЗИЛА СОБОЛЕЗНОВАНИЯ СЕМЬЯМ ПОГИБШИХ ПРИ ТЕРАКТАХ В ИСПАНИИ БЕРЛИН, 18 авг - РИА Новости. Канцлер ФРГ Ангела Меркель выразила соболезнования семьям погибших в результате терактов в Испании. В четверг днем фургон въехал в толпу людей в туристическом центре Барселоны - в районе пешеходной улицы Рамбла. Власти Каталонии подтвердили гибель 13 человек, более 100 получили ранения. Среди них граждане более 20 стран. Ответственность за теракт взяла группировка ИГ*. Двумя часами позже фургон въехал в группу людей в Камбрильсе, в 120 километрах от Барселоны, пострадали семь человек, в том числе полицейский, четыре террориста были ликвидированы, пятый был ранен и скончался позднее. Кроме того, прогремели два взрыва в Альканаре: вечером в среду и вечером в четверг, в них погиб один человек и более десяти пострадали, в том числе несколько полицейских. Власти предполагают, что события в Барселоне, Камбрильсе и Альканаре связаны. ""Мы все в глубокой скорби о людях, которые таким жестоким образом были вырваны из жизни прекрасным летним днем... Семьям погибших я, также от лица жителей ФРГ, выражаю свои соболезнования в связи с ужасной потерей их любимых"", - сказала Меркель, выразив надежду на скорейшее выздоровление пострадавших. ""Мы также едины в нашей решимости. Мы не позволим этим убийцам сдвинуть нас с нашего пути, с нашего образа жизни"", - добавила она. Меркель добавила, что МИД ФРГ находится в контакте с испанским правительством, ведомство пытается в максимально сжатые сроки выяснить, в какой степени граждане Германии пострадали в результате атаки. В настоящий момент точных данных на этот счет нет, подчеркнула канцлер. Меркель отметила, что, несмотря на события в Испании, предвыборные мероприятия в Германии продолжатся, но ""не будет громкой музыки и подобного"", пройдут минуты молчания. *Террористическая организация, запрещенная в России За развитием ситуации в Барселоне следите в онлайн-репортаже РИА Новости > https://ria.ru/world/20170818/1500617295.html"
1778,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 В ФЕОР НАЗВАЛИ ГЛАВНУЮ ЦЕЛЬ ТЕРАКТА В БАРСЕЛОНЕ МОСКВА, 18 авг - РИА Новости. Террористы, совершившие нападения в Каталонии, хотели возбудить ненависть к мусульманам, поэтому на их провокацию не стоит поддаваться, заявил президент Федерации еврейских общин России (ФЕОР) раввин Александр Борода. ""Организаторы этих трусливых преступлений, прикрывающиеся псевдомусульманскими лозунгами, стремятся посеять ужас среди людей, намерено нанося удары так, чтобы никто не чувствовал себя защищенным. Впрочем, у этих терактов есть одно общее место - их часто стараются приурочить к местам, которые антисемиты (а антисемитизм - составная часть террористической идеологии) связывают, обоснованно или нет, с евреями"", - приводит слова раввина Бороды пресс-служба ФЕОР. Еще одна цель террористов, по мнению главы ФЕОР - разжигание ненависти к мусульманам, ""чтобы в дальнейшем вербовать себе новых сторонников из числа тех, кто станет жертвой этой ненависти"". ""Поэтому я призываю гражданское общество не поддаваться на уловки террористов и не отвечать на ненависть ненавистью, а руководителей ведущих мировых держав - объединиться в борьбе с терроризмом, отложив в сторону имеющиеся разногласия. Ведь, как показывает мировой опыт, справится с терроризмом можно только объединив усилия и не оставив террористам ни единой лазейки"" - отметил Борода. Накануне днем фургон въехал в толпу людей в туристическом центре Барселоны - в районе пешеходной улицы Рамбла. Полиция назвала инцидент терактом, ответственность взяла террористическая группировка ИГ (запрещена в России). Власти Каталонии подтвердили гибель 13 человек, более 100 получили ранения. Среди них граждане более 20 стран. Кроме того, прогремели два взрыва в Альканаре: вечером в среду и вечером в четверг, в них погиб один человек и более десяти пострадали, в том числе несколько полицейских. Предполагается, что взорвалась бомба, которую изготавливали террористы. Власти предполагают, что события в Барселоне, Камбрильсе и Альканаре связаны. https://ria.ru/religion/20170818/1500620209.html"
1779,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 ЕВРОКОМИССИЯ ПОЧТИЛА МИНУТОЙ МОЛЧАНИЯ ЖЕРТВ ТЕРАКТОВ В ИСПАНИИ БРЮССЕЛЬ, 18 авг - РИА Новости, Мария Князева. Еврокомиссия почтила минутой молчания жертв терактов в Испании, перед штаб-квартирой ЕК приспущены флаги, сообщила пресс-секретарь Еврокомиссии Анника Брайдтхардт. ""Минута молчания прошла только что. Флаги Еврокомиссии приспущены, чтобы почтить всех жертв"", - сказала она, начиная ежедневный брифинг для журналистов. ""Президент (Еврокомиссии Жан-Клод) Юнкер самым решительным образом осуждает террористические атаки, поразившие Испанию"", - сказала она. Накануне днем фургон въехал в толпу людей в туристическом центре Барселоны - в районе пешеходной улицы Рамбла. Полиция назвала инцидент терактом, ответственность взяла террористическая группировка ИГ*. Власти Каталонии подтвердили гибель 13 человек, более 100 получили ранения. Среди них граждане более 20 стран. Ночью фургон въехал в группу людей в Камбрильсе, в 120 километрах от Барселоны, пострадали семь человек, в том числе полицейский, четыре террориста были ликвидированы, пятый был ранен и скончался позднее. Кроме того, прогремели два взрыва в Альканаре: вечером в среду и вечером в четверг. В результате взрывов погиб один человек и более десяти пострадали, в том числе несколько полицейских. Предполагается, что взорвалась бомба, которую изготавливали террористы. Власти предполагают, что события в Барселоне, Камбрильсе и Альканаре связаны. * Террористическая организация, запрещенная в России. За развитием ситуации в Барселоне следите в онлайн-репортаже РИА Новости >> https://ria.ru/world/20170818/1500622197.html"
1780,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 ФРАНЦИЯ ЗАПЛАТИЛА БОЛЬШУЮ ЦЕНУ В ТЕРАКТЕ В БАРСЕЛОНЕ, ЗАЯВИЛ МАКРОН ПАРИЖ, 18 авг - РИА Новости, Виктория Иванова. Франция заплатила большую цену в теракте, произошедшем в четверг в Барселоне, написал президент страны Эммануэль Макрон в своем аккаунте в Twitter. ""Франция заплатила дорогую цену в этом ужасном теракте в Барселоне. Поддержка жертвам, их семьям и их близким"", - говорится в сообщении Макрона. La France paie un lourd tribut dans cette terrible attaque de #Barcelone. Plein soutien aux victimes, à leurs familles et à leurs proches. - Emmanuel Macron (@EmmanuelMacron) 18 августа 2017 г. Утром в пятницу министр внутренних дел Франции Жерар Коллон сообщил, что 17 граждан страны находятся в тяжелом состоянии после теракта в Барселоне. Ранее МИД Франции сообщил, что в результате теракта пострадало 26 французов, причем 11 из них находятся в тяжелом состоянии. Ожидается, что в течение дня глава МИД Жан-Ив Ле Дриан посетит Барселону. В четверг вечером фургон въехал в толпу людей в туристическом центре Барселоны, 13 человек погибли, более 100 пострадали, среди них граждане почти 20 стран. Ответственность за теракт взяла группировка ИГ*. Парой часов позже фургон наехал на людей в Камбрильсе, в 120 километрах южнее, пострадали семь человек. Полиция предполагает связь двух атак друг с другом и со взрывами в Альканаре, в которых один человек погиб и более десяти пострадали. *Террористическая организация, запрещенная в России За развитием ситуации в Барселоне следите в онлайн-репортаже РИА Новости >> https://ria.ru/world/20170818/1500622855.html"
1781,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 В МАДРИДЕ ПОСЛЕ ТЕРАКТОВ ВОКРУГ ПЕШЕХОДНЫХ ЗОН УСТАНОВИЛИ ОГРАЖДЕНИЯ МОСКВА, 18 авг - РИА Новости. Различные ограждения установлены перед пешеходными зонами в испанской столице Мадриде после наездов автомобилей на людей в Каталонии, сообщает газета El Periodico. По данным издания, в пятницу утром муниципальные службы города огородили центральную площадь города Пуэрта-дель-Соль и улицу Пресиадос, где сосредоточено большое количество ресторанов и торговых точек. В качества ограждений использовались цветочные клумбы и столбы. El centro de #Madrid se blinda. Mucha prevención tras atentados de #Barcelona y #Cambrils Es la calle #Montera (13.00h) @AquiEnMadrid pic.twitter.com/2zANABkVG1 - Jorge Limia (@JorgeLimia) 18 августа 2017 г. ​Издание отмечает, что подобные меры уже использовались в Мадриде после теракта в Берлине, когда грузовик протаранил собравшихся на рождественской ярмарке людей, в результате чего 12 человек погибли, 48 были госпитализированы. На рождественских мероприятиях полиция установила различные ограждения и тяжелые автомобили, чтобы предотвратить возможные атаки. Накануне днем фургон въехал в толпу людей в туристическом центре Барселоны - в районе пешеходной улицы Рамбла. Полиция назвала инцидент терактом, ответственность взяла террористическая группировка ИГ*. Власти Каталонии подтвердили гибель 13 человек, более 100 получили ранения. Среди них граждане более 20 стран. Ночью фургон въехал в группу людей в Камбрильсе, в 120 километрах от Барселоны, пострадали семь человек, в том числе полицейский, четыре террориста были ликвидированы, пятый был ранен и скончался позднее. Кроме того, прогремели два взрыва в Альканаре: вечером в среду и вечером в четверг. В результате взрывов погиб один человек и более десяти пострадали, в том числе несколько полицейских. Предполагается, что взорвалась бомба, которую изготавливали террористы. Власти предполагают, что события в Барселоне, Камбрильсе и Альканаре связаны. *террористическая группировка, запрещенная в России За развитием ситуации в Барселоне следите в онлайн-репортаже РИА Новости >> https://ria.ru/world/20170818/1500622819.html"
1782,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 БЕЛЬГИЙСКАЯ ПРОКУРАТУРА НАЧАЛА РАССЛЕДОВАНИЕ В СВЯЗИ С ТЕРАКТОМ В БАРСЕЛОНЕ БРЮССЕЛЬ, 18 авг - РИА Новости, Александр Шишло. Федеральная прокуратура Бельгии начала расследование в связи с терактом в Барселоне, сообщил в пятницу представитель ведомства Тьерри Вертс. Накануне днем фургон въехал в толпу людей в туристическом центре Барселоны - в районе пешеходной улицы Рамбла. Полиция назвала инцидент терактом, ответственность взяла террористическая группировка ИГ*. Власти Каталонии подтвердили гибель 13 человек, более 100 получили ранения. Среди них граждане более 20 стран. Ранее глава МИД Бельгии Дидье Рейндерс сообщил о гибели бельгийки при теракте в Барселоне. Еще двое граждан получили ранения, состояние одного из них критическое. ""Цель не во вмешательстве в уголовное расследование в Испании, а в том, чтобы получить доступ к досье для облегчения демаршей со стороны пострадавших бельгийцев. Это способ их поддержки, поскольку он позволяет создать (юридическую) связь между пострадавшими и испанским правосудием. Мы практикуем это в случае убийств или терактов за рубежом"", - заявил Вертс журналистам. В феврале 2017 года правительство Бельгии одобрило проект закона, согласно которому граждане королевства, раненные при терактах на родине и за ее пределами, будут получать пособия по аналогии с теми, что выплачиваются гражданским лицам, пострадавшим во Второй мировой войны. *Террористическая организация, запрещенная в России За развитием ситуации в Барселоне следите в онлайн-репортаже РИА Новости >> https://ria.ru/world/20170818/1500623753.html"
1783,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 ЛИДЕРЫ ФРАНЦИИ И ИСПАНИИ ОБСУДИЛИ ТЕРАКТЫ В КАТАЛОНИИ ПАРИЖ, 18 авг - РИА Новости, Виктория Иванова. Президент Франции Эммануэль Макрон и премьер-министр Испании Мариано Рахой обсудили в пятницу по телефону произошедшие в Каталонии теракты, говорится в коммюнике Елисейского дворца. Накануне автомобили въехали в толпу людей в центре Барселоны, а также в городе Камбрильс. В общей сложности, по последним данным, погибли 14 человек, более 100 получили ранения. Среди них граждане более 20 стран. Ответственность за теракт в Барселоне взяла на себя запрещенная в РФ и других странах группировка ""Исламское государство*"". В настоящее время полиция задержала нескольких подозреваемых, поиски водителя автомобиля, въехавшего в толпу людей в Барселоне, продолжаются. ""Президент республики выразил солидарность Франции, которая остается рядом с Испанией в этом трагическом испытании и готова предоставить всю необходимую помощь, чтобы его преодолеть"", - говорится в документе. Макрон и Рахой обсудили обстоятельства терактов, ход следствия и состояние пострадавших, среди которых есть французы. ""Власти двух стран находятся в тесном контакте для последующей работы"", - отметили в администрации французского президента. Ожидается, что следующий разговор лидеров состоится через 48 часов. *Террористическая организация, запрещенная в России За развитием ситуации в Барселоне следите в онлайн-репортаже РИА Новости >> https://ria.ru/world/20170818/1500623829.html"
1784,Теракт в Барселоне," РИА Новости, Москва, 18 августа 2017 ЭКСПЕРТ: САМЫЕ ЭКСТРАОРДИНАРНЫЕ МЕРЫ НЕ ОБЕЗОПАСЯТ ЕВРОПУ ОТ ТЕРАКТОВ МОСКВА, 18 авг - РИА Новости. Самые экстраординарные меры безопасности не позволяют на сегодняшний день обезопасить Европу от новых терактов, заявила эксперт клуба ""Валдай"", программный директор Европейского центра стратегических исследований и безопасности Евгения Гвоздева. Накануне днем фургон въехал в толпу людей в туристическом центре Барселоны - в районе пешеходной улицы Рамбла. Полиция назвала инцидент терактом, ответственность взяла террористическая группировка ИГ*. Власти Каталонии подтвердили гибель 13 человек, более 100 получили ранения. Среди них граждане более 20 стран. Ночью фургон въехал в группу людей в Камбрильсе, в 120 километрах от Барселоны, пострадали семь человек, в том числе полицейский, четыре террориста были ликвидированы, пятый был ранен и скончался позднее. Кроме того, прогремели два взрыва в Альканаре: вечером в среду и вечером в четверг. В результате взрывов погиб один человек и более десяти пострадали, в том числе несколько полицейских. Предполагается, что взорвалась бомба, которую изготавливали террористы. Власти предполагают, что события в Барселоне, Камбрильсе и Альканаре связаны. ""Не стоит думать, что теракт в Испании будет последним в череде широкомасштабных террористических атак в Западной Европе. В настоящее время уровень террористической угрозы в Западной Европе настолько высок, что любые, даже самые экстраординарные меры безопасности не позволяют полностью обезопасить население от новых терактов"", - сказала Гвоздева в комментарии РИА Новости. Эксперт полагает, что те меры, которые сегодня предпринимают спецслужбы и органы безопасности западноевропейских стран, возможно, позволят улучшить ситуацию в ближайшей перспективе, но они ""не позволят на сто процентов исключить риск террористической атаки"". По мнению Гвоздевой, основная задача террористов ИГ* сегодня заключается в том, чтобы максимально расширить свою зону влияния. ""Если раньше считалось, что ДАИШ* в первую очередь действует против тех стран, которые активно участвуют в антиигиловской коалиции в Сирии и Ираке, то последние теракты показали, что это не соответствует действительности. ДАИШ* теперь готово осуществлять теракты в любом городе Европы, атакуя как гражданское население, так и представителей сил правопорядка"", - отметила собеседница агентства. ""Спектр целей для атак ДАИШ остается очень широким"", - констатировала Гвоздева. *террористическая группировка, запрещенная в России За развитием ситуации в Барселоне следите в онлайн-репортаже РИА Новости >> https://ria.ru/world/20170818/1500624418.html"
