datetime,user_id,product_id,product_name,product_category,order_id,category_id,ингредиенты,вес_товара_кг,стоимость_товара,позвонить_если_нет_в_наличии,оставить_у_двери_и_позвонить,заказ_примет_другой_человек,без_чаевых_курьеру,без_чаевых_сборщику,промокод,купон,коммент_сборщику,коммент_курьеру,рукописная_обратная_связь,оценка_заказа,учли_все_пожелания,идеально_собрали_заказ,быстро_привезли,отличный_курьер,product_rating,сумма_чаевых_курьеру,сумма_чаевых_сборщику,target_4,target_2,target_3,date,target_1,daily_order_count,daily_total_revenue,daily_avg_check
2025-01-01 09:36:21,user_2745,prod_0071,название_86,category_1,order_000010,1,ингрид_38,0.67,199.25,1,1,1,0,1,0,0,слово_15 слово_23,,слово_79,,0,0,0,0,0,0.48,0.0,0,category_1,4211.38,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:39:45,user_3864,prod_0002,название_182,category_5,order_000011,5,ингрид_35 ингрид_47 ингрид_24,1.99,2589.15,0,0,1,0,0,0,0,,слово_1 слово_61,слово_3 слово_64 слово_8 слово_77 слово_36 слово_1,,0,0,0,0,0,3.75,15.12,0,category_5,4673.5,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:39:45,user_3864,prod_0054,название_166,category_4,order_000011,4,ингрид_14 ингрид_15 ингрид_16 ингрид_37,0.27,239.4,0,0,1,0,0,0,0,,слово_1 слово_61,слово_3 слово_64 слово_8 слово_77 слово_36 слово_1,,0,0,0,0,0,52.77,44.91,0,category_4,4673.5,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:39:45,user_3864,prod_0143,название_192,category_2,order_000011,2,ингрид_3 ингрид_34 ингрид_2,0.61,318.03,0,0,1,0,0,0,0,,слово_1 слово_61,слово_3 слово_64 слово_8 слово_77 слово_36 слово_1,,0,0,0,0,0,48.64,25.88,0,category_2,4673.5,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:39:45,user_3864,prod_0174,название_100,category_5,order_000011,5,ингрид_28 ингрид_13 ингрид_26 ингрид_1,0.5,697.52,0,0,1,0,0,0,0,,слово_1 слово_61,слово_3 слово_64 слово_8 слово_77 слово_36 слово_1,,0,0,0,0,0,21.41,21.65,0,category_5,4673.5,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:39:45,user_3864,prod_0136,название_106,category_4,order_000011,4,ингрид_34 ингрид_3 ингрид_28,0.94,829.4,0,0,1,0,0,0,0,,слово_1 слово_61,слово_3 слово_64 слово_8 слово_77 слово_36 слово_1,,0,0,0,0,0,19.52,0.35,0,category_4,4673.5,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:54:39,user_4365,prod_0125,название_190,category_1,order_000012,1,ингрид_46 ингрид_47 ингрид_38,0.57,155.69,1,0,0,1,0,0,0,слово_10 слово_79 слово_30,слово_100,,,0,0,0,0,0,0.0,8.06,0,category_1,1914.2,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:54:39,user_4365,prod_0148,название_179,category_2,order_000012,2,ингрид_16 ингрид_27 ингрид_35 ингрид_5,1.29,583.18,1,0,0,1,0,0,0,слово_10 слово_79 слово_30,слово_100,,,0,0,0,0,0,0.0,20.79,0,category_2,1914.2,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 09:54:39,user_4365,prod_0067,название_70,category_5,order_000012,5,ингрид_2 ингрид_38 ингрид_13 ингрид_43,1.15,1175.33,1,0,0,1,0,0,0,слово_10 слово_79 слово_30,слово_100,,,0,0,0,0,0,0.0,8.27,0,category_5,1914.2,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 11:25:52,user_2839,prod_0113,название_83,category_2,order_000013,2,ингрид_35 ингрид_13 ингрид_22,3.08,1125.32,0,0,0,0,0,1,1,слово_33,,слово_88 слово_21 слово_29 слово_93,,0,0,0,0,0,13.16,13.76,0,category_2,2934.79,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 11:25:52,user_2839,prod_0181,название_174,category_3,order_000013,3,ингрид_47 ингрид_21,1.09,624.93,0,0,0,0,0,1,1,слово_33,,слово_88 слово_21 слово_29 слово_93,,0,0,0,0,0,2.41,27.78,0,category_3,2934.79,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 11:25:52,user_2839,prod_0130,название_28,category_4,order_000013,4,ингрид_18 ингрид_32,0.66,594.92,0,0,0,0,0,1,1,слово_33,,слово_88 слово_21 слово_29 слово_93,,0,0,0,0,0,38.79,1.98,0,category_4,2934.79,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 11:25:52,user_2839,prod_0155,название_28,category_1,order_000013,1,ингрид_12 ингрид_10 ингрид_23,0.89,221.04,0,0,0,0,0,1,1,слово_33,,слово_88 слово_21 слово_29 слово_93,,0,0,0,0,0,43.56,15.8,0,category_1,2934.79,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 11:25:52,user_2839,prod_0175,название_135,category_1,order_000013,1,ингрид_4 ингрид_17 ингрид_44,0.26,88.34,0,0,0,0,0,1,1,слово_33,,слово_88 слово_21 слово_29 слово_93,,0,0,0,0,0,150.11,3.95,0,category_1,2934.79,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 11:25:52,user_2839,prod_0048,название_26,category_1,order_000013,1,ингрид_11 ингрид_27 ингрид_40 ингрид_32,0.72,249.23,0,0,0,0,0,1,1,слово_33,,слово_88 слово_21 слово_29 слово_93,,0,0,0,0,0,1.12,3.01,0,category_1,2934.79,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 11:25:52,user_2839,prod_0135,название_105,category_3,order_000013,3,ингрид_41 ингрид_35,0.65,468.21,0,0,0,0,0,1,1,слово_33,,слово_88 слово_21 слово_29 слово_93,,0,0,0,0,0,22.05,4.94,0,category_3,2934.79,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 11:32:07,user_3125,prod_0029,название_183,category_4,order_000014,4,ингрид_14 ингрид_27 ингрид_44,6.17,4730.9,0,0,0,0,0,1,0,слово_66 слово_51,,,4.0,1,1,1,1,2,12.61,4.42,4,category_4,4738.9,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 11:32:07,user_3125,prod_0141,название_64,category_1,order_000014,1,ингрид_34 ингрид_30 ингрид_37 ингрид_5,0.46,111.92,0,0,0,0,0,1,0,слово_66 слово_51,,,4.0,1,1,1,1,4,21.92,30.19,4,category_1,4738.9,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 11:32:07,user_3125,prod_0127,название_195,category_2,order_000014,2,ингрид_43 ингрид_20,0.86,422.62,0,0,0,0,0,1,0,слово_66 слово_51,,,4.0,1,1,1,1,4,9.72,24.44,4,category_2,4738.9,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 13:01:26,user_2538,prod_0106,название_41,category_2,order_000015,2,ингрид_48 ингрид_5 ингрид_31,2.83,1099.29,1,0,0,0,0,0,0,слово_13 слово_23,слово_66,,,0,0,0,0,0,4.52,11.54,0,category_2,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 13:01:26,user_2538,prod_0024,название_148,category_1,order_000015,1,ингрид_48,0.52,134.4,1,0,0,0,0,0,0,слово_13 слово_23,слово_66,,,0,0,0,0,0,19.43,20.3,0,category_1,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 13:01:26,user_2538,prod_0002,название_60,category_2,order_000015,2,ингрид_27,1.44,577.77,1,0,0,0,0,0,0,слово_13 слово_23,слово_66,,,0,0,0,0,0,50.99,13.47,0,category_2,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 13:01:26,user_2538,prod_0091,название_101,category_3,order_000015,3,ингрид_48 ингрид_5 ингрид_21 ингрид_18,1.63,974.59,1,0,0,0,0,0,0,слово_13 слово_23,слово_66,,,0,0,0,0,0,14.01,0.75,0,category_3,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 13:01:26,user_2538,prod_0006,название_166,category_3,order_000015,3,ингрид_2 ингрид_29 ингрид_20 ингрид_42,0.55,335.6,1,0,0,0,0,0,0,слово_13 слово_23,слово_66,,,0,0,0,0,0,43.86,11.07,0,category_3,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 13:01:26,user_2538,prod_0027,название_80,category_4,order_000015,4,ингрид_23 ингрид_15 ингрид_18 ингрид_50,0.68,682.43,1,0,0,0,0,0,0,слово_13 слово_23,слово_66,,,0,0,0,0,0,4.07,31.83,0,category_4,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 13:01:26,user_2538,prod_0099,название_91,category_2,order_000015,2,ингрид_14,0.77,286.98,1,0,0,0,0,0,0,слово_13 слово_23,слово_66,,,0,0,0,0,0,62.29,23.71,0,category_2,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 13:01:26,user_2538,prod_0189,название_36,category_5,order_000015,5,ингрид_38 ингрид_11 ингрид_37,1.17,1348.33,1,0,0,0,0,0,0,слово_13 слово_23,слово_66,,,0,0,0,0,0,17.26,26.18,0,category_5,5000.0,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 13:03:05,user_0877,prod_0079,название_190,category_4,order_000016,4,ингрид_21 ингрид_10,1.93,1651.62,0,0,0,0,0,0,0,,,слово_54 слово_80,5.0,1,0,1,1,5,1.52,8.29,5,category_4,2900.37,2025-01-01,1,36,118817.36,3300.4822222222224
2025-01-01 13:03:05,user_0877,prod_0181,название_37,category_3,order_000016,3,ингрид_30,0.33,256.09,0,0,0,0,0,0,0,,,слово_54 слово_80,5.0,1,0,1,1,5,84.88,5.55,5,category_3,2900.37,2025-01-01,1,36,118817.36,3300.4822222222224
2025-01-01 13:03:05,user_0877,prod_0044,название_177,category_1,order_000016,1,ингрид_9 ингрид_12 ингрид_16 ингрид_47,0.87,250.66,0,0,0,0,0,0,0,,,слово_54 слово_80,5.0,1,0,1,1,5,2.74,20.23,5,category_1,2900.37,2025-01-01,1,36,118817.36,3300.4822222222224
2025-01-01 13:03:05,user_0877,prod_0058,название_128,category_5,order_000016,5,ингрид_40 ингрид_38 ингрид_39,0.3,426.87,0,0,0,0,0,0,0,,,слово_54 слово_80,5.0,1,0,1,1,5,6.41,22.47,5,category_5,2900.37,2025-01-01,1,36,118817.36,3300.4822222222224
2025-01-01 13:03:05,user_0877,prod_0183,название_141,category_3,order_000016,3,ингрид_15 ингрид_22,0.25,145.71,0,0,0,0,0,0,0,,,слово_54 слово_80,5.0,1,0,1,1,5,23.54,9.16,5,category_3,2900.37,2025-01-01,1,36,118817.36,3300.4822222222224
2025-01-01 13:03:05,user_0877,prod_0169,название_48,category_2,order_000016,2,ингрид_23 ингрид_26 ингрид_35,0.47,169.42,0,0,0,0,0,0,0,,,слово_54 слово_80,5.0,1,0,1,1,5,4.65,10.7,5,category_2,2900.37,2025-01-01,1,36,118817.36,3300.4822222222224
2025-01-01 15:35:44,user_4116,prod_0187,название_143,category_3,order_000017,3,ингрид_27 ингрид_17 ингрид_36 ингрид_15,1.64,910.39,0,0,1,0,0,0,0,,слово_89 слово_94,слово_80 слово_33 слово_89,,0,0,0,0,0,105.07,16.88,0,category_3,1415.93,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 15:35:44,user_4116,prod_0061,название_68,category_4,order_000017,4,ингрид_6 ингрид_37,0.53,430.35,0,0,1,0,0,0,0,,слово_89 слово_94,слово_80 слово_33 слово_89,,0,0,0,0,0,32.73,0.31,0,category_4,1415.93,2025-01-01,0,36,118817.36,3300.4822222222224
2025-01-01 15:35:44,user_4116,prod_0111,название_196,category_1,order_000017,1,ингрид_48 ингрид_3,0.28,75.19,0,0,1,0,0,0,0,,слово_89 слово_94,слово_80 слово_33 слово_89,,0,0,0,0,0,60.12,1.74,0,category_1,1415.93,2025-01-01,0,36,118817.36,3300.4822222222224
