customer_id,age,tenure_months,risk_profile,home_country,tx_id,tx_datetime,channel,mcc,country,amount,device_trust_score,distance_km,attempts_1h,is_night,is_weekend,is_international,avg_amount_7d,std_amount_7d,ratio_to_avg,prev_fraud_30d,fraud
C00180,53,42,low,KZ,30d897cc-001d-4120-bdbc-30e86d09b23f,2025-06-11T11:24,ecom,cash_withdrawal,RU,9268.76,0.821,1.15,0,0,0,1,2059.4,347.27,4.501,0,0
C01963,33,35,low,RU,b05f5409-7bbd-4a4a-9e0d-34f0ffa04e15,2025-07-13T19:47,ecom,travel,RU,3272.56,0.288,28.45,1,0,1,0,1692.31,949.32,1.934,0,0
C01122,20,88,low,RU,c574f43c-1d32-4513-8bd1-a45c8acc8abb,2025-06-24T03:19,p2p,food,DE,9060.63,0.857,12.7,0,1,0,1,2979.85,225.69,3.041,0,0
C01192,43,97,mid,RU,ef313685-b312-446f-bef2-b75c0cda6449,2025-06-04T19:18,pos,cash_withdrawal,KZ,35288.81,0.888,3.47,0,0,0,1,4479.01,1131.92,7.879,0,0
C00639,42,46,low,RU,fe38a06f-d4ea-4019-ae8c-431a56039d87,2025-07-05T20:57,ecom,travel,RU,10412.95,0.338,4.65,1,0,1,0,1421.62,369.41,7.325,0,0
C00296,72,46,low,RU,980dd85e-790f-4c48-9833-c981f1a40635,2025-07-09T21:29,pos,food,TR,2687.17,0.0,3.57,0,0,0,1,2597.94,392.49,1.034,0,0
C01168,23,62,mid,RU,e1161619-4fc4-4ed3-9447-02a6f44569e7,2025-06-04T11:17,pos,digital_goods,RU,1420.7,0.869,15.04,0,0,0,0,4370.11,1180.63,0.325,0,0
C02055,73,103,low,RU,93631ab3-4808-4512-8467-d08283f3ee1a,2025-07-13T00:06,pos,food,CN,230.99,0.096,9.77,1,1,1,1,2760.67,342.55,0.084,0,0
C02358,69,79,mid,TR,06c21636-c329-4fbe-9708-2f0c2d449157,2025-07-11T13:22,pos,cash_withdrawal,RU,7353.37,0.835,0.92,0,0,0,1,5495.8,992.61,1.338,0,0
C00374,27,43,mid,RU,ecf572d0-03f6-46ac-94d2-d3248533b91e,2025-06-28T16:25,pos,cash_withdrawal,DE,8658.39,0.905,0.4,0,0,1,1,3920.63,1017.25,2.208,0,0
C00215,39,93,low,US,9b3609e0-54f5-45cd-9e53-e3a614a23e98,2025-07-09T01:15,p2p,food,RU,12744.11,0.936,25.69,1,1,0,1,1454.67,326.48,8.761,0,0
C00339,56,107,low,RU,74f3409f-7ff5-4b20-97f0-121dc5e6be3b,2025-07-09T01:41,atm,cash_withdrawal,KZ,16862.38,0.968,3.92,0,1,0,1,1148.01,541.35,14.688,0,0
C00489,35,68,low,RU,54e4b746-a8bb-4b79-a430-e4c4b21bebfc,2025-07-08T19:09,pos,electronics,RU,3327.78,0.789,0.39,0,0,0,0,1923.56,192.08,1.73,0,0
C01148,22,3,low,TR,096ed436-3bcf-49f5-a57d-e05b4448f033,2025-07-03T19:15,pos,apparel,CN,405.75,0.797,6.24,0,0,0,1,1694.98,565.93,0.239,0,0
C02424,51,35,low,RU,f733bda1-7cfd-4359-af51-7d062af98f75,2025-06-20T05:44,pos,food,RU,494.95,0.267,1.06,1,1,0,0,2119.43,574.72,0.234,0,0
C01892,55,52,low,US,2cbe0dd4-0bba-435e-90d7-ce139f9439c9,2025-06-25T09:41,pos,digital_goods,TR,2970.96,0.974,3.84,0,0,0,1,1988.1,488.35,1.494,0,0
C02439,63,64,low,TR,ded76614-6d7f-4cc1-9940-6665a8164e2e,2025-06-16T19:57,ecom,ride_hailing,RU,1400.43,0.107,16.58,0,0,0,1,2772.41,791.11,0.505,0,0
C01110,49,116,low,RU,b1657cc2-78bf-4a9c-bc77-6abaff378beb,2025-07-06T22:43,pos,food,RU,3344.46,0.828,11.81,0,0,1,0,2075.64,415.23,1.611,0,0
C00056,72,13,low,RU,b5f59b86-f2be-4553-8f3c-92f9f7f1ed04,2025-07-02T22:55,pos,food,RU,4139.05,0.961,7.48,0,0,0,0,3198.56,514.15,1.294,0,0
C01406,52,21,low,RU,dbcb443e-4442-4b43-be49-af74f49fcaa9,2025-06-15T16:42,pos,apparel,DE,2326.12,0.942,5.89,0,0,1,1,1248.09,488.85,1.864,0,0
C02453,19,93,high,RU,c6653d02-50bc-4f58-ad45-40f54e61a1d6,2025-06-17T11:21,p2p,travel,DE,21748.18,0.797,5.75,0,0,0,1,5597.59,2018.46,3.885,0,1
C00228,20,97,mid,KZ,c796e689-d7e9-4370-b73a-eb60034672eb,2025-07-03T08:37,ecom,food,KZ,4201.02,1.0,25.18,0,0,0,0,3855.68,1334.75,1.09,0,0
C01190,75,72,low,RU,5eeae589-ea4e-4972-b361-720fd8118994,2025-07-05T00:41,pos,cash_withdrawal,KZ,9195.57,0.741,9.54,0,1,1,1,1465.94,116.73,6.273,0,1
C00450,39,1,low,KZ,169a1240-1dd2-4408-8721-17392eb67bea,2025-07-01T11:04,ecom,ride_hailing,RU,341.07,0.414,6.33,0,0,0,1,3262.43,309.37,0.105,0,0
C00970,26,69,mid,RU,1704b435-7e54-4aaf-916f-79e6a9543777,2025-07-05T09:31,ecom,digital_goods,CN,16371.6,0.926,6.79,2,0,1,1,4246.84,1488.07,3.855,0,1
C02153,50,27,low,KZ,6d9315b3-3c21-4118-99d6-be4a00dcd71e,2025-06-26T09:27,ecom,digital_goods,RU,3719.72,0.895,5.59,2,0,0,1,3129.04,420.67,1.189,0,0
C01254,19,21,low,CN,149e588f-f02e-4de8-a778-2f708d486721,2025-07-04T19:16,atm,travel,RU,13290.02,1.0,0.28,0,0,0,1,1543.25,311.75,8.612,0,0
C00204,69,102,low,RU,14d550ab-7ddf-47ae-9bbe-d1ecd205e6da,2025-06-07T03:42,pos,food,RU,783.44,0.804,2.74,0,1,1,0,2552.39,597.9,0.307,0,0
C01655,44,23,mid,TR,b421c998-7d1d-44e9-95ce-f6801c162b82,2025-07-07T01:01,pos,ride_hailing,RU,3813.36,0.913,10.04,1,1,0,1,4636.61,1754.71,0.822,0,0
C00928,70,5,mid,RU,7a0b2e8b-b9a6-4310-8fbb-d9b5d86df111,2025-06-03T18:34,pos,ride_hailing,RU,1346.33,0.742,18.46,0,0,0,0,4148.29,982.25,0.325,0,0
C00825,67,59,high,RU,2a9fd999-b10b-43e9-9e34-2d5e7ae3e0a7,2025-06-26T16:39,atm,apparel,US,8168.63,0.832,7.34,0,0,0,1,6767.86,2410.34,1.207,1,0
C01544,64,13,low,DE,016fa5f7-8c93-4dee-824f-52798e6327b2,2025-07-03T05:05,pos,apparel,RU,1371.57,1.0,19.7,0,1,0,1,1182.81,348.47,1.16,0,0
C01800,19,101,low,RU,f8b27a8e-908e-46f9-9499-6f25cae63394,2025-06-19T10:00,ecom,food,DE,4385.09,0.87,3.35,1,0,0,1,2314.58,813.81,1.895,0,0
C02139,63,89,low,CN,ea226227-0e36-42cd-8fee-df30d5fcebad,2025-06-04T17:27,pos,food,RU,3490.17,0.957,12.49,0,0,0,1,1908.89,478.59,1.828,0,0
C01349,27,31,low,RU,d196d5cd-aa68-4cc3-8bc6-a5f0c22a52ef,2025-06-20T07:33,pos,apparel,US,2272.03,0.992,15.62,0,0,0,1,1883.79,280.1,1.206,0,0
C01877,40,35,low,DE,92e04b41-9282-43b0-aa15-b03170d6642b,2025-06-23T13:59,pos,food,DE,5291.51,0.262,2.37,0,0,0,0,2120.47,738.91,2.495,0,0
C00177,58,93,low,RU,022dbe7c-7367-40ce-8924-5097b088bb51,2025-07-10T02:08,ecom,travel,RU,3789.18,0.962,17.39,0,1,0,0,1387.62,614.25,2.731,0,0
C01465,37,34,low,RU,8a51feb0-d59a-4a48-8366-2582abe7bbf0,2025-06-26T19:04,ecom,food,RU,3282.71,0.874,8.36,1,0,0,0,2125.99,264.37,1.544,0,0
C00555,44,17,low,RU,72194c09-be97-498f-9047-b8451442ea7b,2025-06-17T07:09,pos,travel,RU,1405.11,0.801,3.37,1,0,0,0,3002.93,327.13,0.468,0,0
C00836,41,71,low,US,3acac7a8-3ef3-43e2-9834-ed00f267c4a1,2025-06-25T03:14,ecom,digital_goods,RU,3501.12,0.145,3.03,0,1,0,1,2275.65,192.02,1.539,0,0
C01295,61,83,low,RU,d151b6fc-a73d-403c-9ac1-311180948a2c,2025-07-14T20:36,ecom,apparel,RU,3875.55,0.906,5.95,0,0,0,0,2885.45,636.91,1.343,0,0
C01292,49,20,low,RU,6718f7c5-6177-4f84-9a83-bfc8e2e49bd2,2025-07-14T17:51,p2p,digital_goods,RU,6187.42,0.798,8.89,0,0,0,0,1042.29,367.89,5.936,0,0
C00852,57,4,mid,RU,1a1d3a9d-a970-4b43-8fdf-010af9322fa6,2025-06-05T17:51,atm,travel,RU,7315.29,0.908,27.31,0,0,0,0,4127.78,1541.99,1.772,0,0
C01412,57,81,low,RU,b2dbea57-8e5e-46a5-9a00-1a05b6f6f3ad,2025-06-19T06:26,pos,ride_hailing,RU,1202.4,0.92,1.78,1,0,0,0,1847.29,880.58,0.651,1,0
C00069,50,46,low,KZ,6f828ce9-971d-4dde-9dc0-460a3cd958ac,2025-07-11T10:32,pos,travel,RU,2326.33,0.87,13.95,1,0,0,1,1356.46,195.12,1.715,0,0
C00758,77,118,low,CN,b5f8bb2d-4f8e-4134-b63b-831505b89196,2025-07-12T05:26,ecom,apparel,CN,2260.06,0.165,3.37,0,1,1,0,2960.41,555.74,0.763,0,0
C02451,32,116,low,RU,64512ae1-cc90-4429-91b2-bb70943e841d,2025-07-11T17:20,ecom,electronics,RU,5393.93,0.9,3.62,0,0,0,0,2319.17,238.29,2.326,0,0
C01250,69,73,high,RU,713fd89f-4ee7-4341-a0cf-3f2468c62116,2025-06-25T18:24,pos,travel,CN,1240.53,0.793,4.36,0,0,0,1,6629.64,2117.87,0.187,0,1
C00970,26,69,mid,RU,40287962-99f6-4e46-946d-04dca3bf8be4,2025-06-14T10:06,pos,digital_goods,RU,1061.58,0.971,3.47,0,0,1,0,4187.66,1155.98,0.254,0,0
C01537,75,29,mid,DE,ec67cf14-c19e-487a-9803-030c7f977889,2025-06-23T05:32,pos,cash_withdrawal,RU,8287.2,1.0,16.77,0,1,0,1,4441.01,1153.1,1.866,0,1
C00847,79,115,mid,RU,7946a425-82eb-48ad-8325-868efc0c7e67,2025-06-14T11:54,ecom,travel,KZ,3110.9,0.0,1.89,0,0,1,1,3026.13,1030.57,1.028,0,0
C00285,20,93,low,RU,450081d3-7b69-4b05-b9a1-b71d17018901,2025-06-23T22:55,pos,food,RU,573.87,0.965,2.82,1,0,0,0,1580.74,315.23,0.363,0,0
C00281,66,33,low,RU,d98d85fa-52ae-4e09-a751-84d52773c893,2025-06-14T14:12,pos,ride_hailing,RU,2030.28,0.159,4.27,1,0,1,0,1780.86,284.39,1.14,0,0
C01990,61,32,low,RU,db909f59-cb7c-4c73-8858-bdd6916a3927,2025-06-21T18:40,ecom,electronics,RU,4209.8,0.147,2.08,3,0,1,0,2152.49,146.26,1.956,0,0
C02373,56,118,mid,KZ,1355196a-95bf-416a-8271-42a3fc53e66c,2025-06-01T04:53,pos,cash_withdrawal,RU,8981.64,0.266,1.22,0,1,1,1,4129.3,1466.42,2.175,0,0
C01912,62,49,low,RU,6c73611c-98e6-44b5-aa6b-93bdb63777e6,2025-07-13T16:14,pos,ride_hailing,RU,2499.43,0.935,3.5,0,0,1,0,809.38,474.1,3.088,0,0
C00632,20,24,low,RU,5015e21d-a720-4d99-9f2a-7654a2771010,2025-06-16T09:43,ecom,fuel,DE,5214.73,0.88,0.53,1,0,0,1,1288.81,226.89,4.046,0,0
C02269,44,96,low,DE,83ae4203-fcd4-4203-8c66-3e62f4734dd2,2025-06-21T12:05,pos,fuel,DE,1570.83,0.212,11.33,0,0,1,0,1253.67,556.37,1.253,0,0
C00015,74,70,low,US,ee3c116a-c10a-4c4b-9823-8e4f5d81c138,2025-07-15T00:55,ecom,digital_goods,RU,829.2,0.257,7.11,0,1,0,1,2186.68,436.73,0.379,0,0
C00259,34,6,low,RU,408e9cd4-23c3-4ea0-904d-39fe3893e045,2025-06-01T10:00,pos,cash_withdrawal,RU,7073.47,0.969,2.55,0,0,1,0,1617.77,2.47,4.372,0,0
C01782,46,35,low,KZ,2be7929f-9a54-4a99-a663-c44b0c8c2dc2,2025-07-05T10:38,ecom,apparel,TR,1912.79,0.924,9.24,0,0,1,1,1898.92,286.73,1.007,0,0
C00358,24,48,low,TR,310d5dd8-02c4-4ec0-9857-2b9aaab01db3,2025-06-03T22:13,pos,cash_withdrawal,RU,5776.23,0.77,4.92,0,0,0,1,2066.12,225.16,2.796,0,0
C01304,37,82,low,RU,ed66e97e-cfb7-4a8e-a69b-33d4f8ddc971,2025-06-03T10:30,pos,apparel,RU,3314.93,0.978,10.99,0,0,0,0,1522.37,77.77,2.177,0,0
C00946,66,81,low,TR,dd1eefb3-3694-43ae-9963-94d9fda37c26,2025-06-16T02:08,pos,food,RU,666.37,0.897,0.66,0,1,0,1,1934.08,411.84,0.345,0,0
C00189,34,84,mid,RU,0c27a85d-a900-44d3-8efd-60aa242e26e0,2025-06-15T15:01,pos,food,RU,644.13,0.863,3.88,0,0,1,0,4453.16,1199.77,0.145,0,0
C01809,61,74,low,RU,ac8647fd-eadc-481e-8648-bfa513461001,2025-06-26T20:25,pos,travel,DE,3465.76,0.157,5.02,0,0,0,1,2155.24,455.17,1.608,0,0
C02341,46,70,low,RU,0b3dd70f-c550-414f-ac60-728be69329c9,2025-07-10T00:13,pos,travel,DE,4272.67,0.951,7.84,0,1,0,1,1091.65,488.18,3.914,0,0
C01548,78,37,low,RU,26b39d2c-76c3-426f-b695-04f06b68c5c8,2025-07-04T10:53,pos,cash_withdrawal,RU,2358.85,0.865,1.35,0,0,0,0,1725.63,453.84,1.367,0,0
C00776,48,33,low,RU,77ddde29-9b29-4052-acd9-3c3f026c3fb1,2025-06-26T01:23,pos,apparel,RU,1406.2,0.802,13.91,0,1,0,0,2084.65,124.38,0.675,0,0
C01655,44,23,mid,TR,edecef72-8abf-4798-846f-4cab2154f8a3,2025-07-14T09:07,pos,cash_withdrawal,KZ,2728.46,0.869,0.7,0,0,0,1,4424.36,1134.09,0.617,0,0
